incident_characteristics,incident_id,date,state,city_or_county,address,n_killed,n_injured,latitude,location_description,longitude,n_guns_involved
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator unarmed||BB/Pellet/Replica gun",880228,2017-06-30,California,Burbank,1400 block of Broadway,1,0,34.1899,,-118.322,1.0
"Shot - Dead (murder, accidental, suicide)||Drug involvement",887147,2017-06-30,California,Los Angeles,1100 block W 104th St,1,0,33.9423,Westmont,-118.294,1.0
"Shot - Dead (murder, accidental, suicide)",881438,2017-07-01,California,Merced,Beachwood Dr and Cabot Ave,1,0,37.3176,(Franklin),-120.528,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Domestic Violence",880230,2017-07-01,California,Whittier,13900 block of Coteau Dr,1,1,33.9216,,-118.035,1.0
"Shot - Dead (murder, accidental, suicide)",880225,2017-07-01,California,Bakersfield,8500 block of Rolling Bay Dr,1,0,35.3899,,-119.097,1.0
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",881014,2017-07-01,California,Fresno,Cedar Avenue and Weldon Ave,1,0,36.7687,,-119.754,1.0
"Shot - Dead (murder, accidental, suicide)",880762,2017-07-02,California,Carson,800 block of Pacific St,1,0,33.8068,,-118.26,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Shootout (where VENN diagram of shooters and victims overlap)||Gang involvement",889324,2017-07-02,California,Planada,Carson St,1,1,37.2941,,-120.32,1.0
"Shot - Dead (murder, accidental, suicide)",880829,2017-07-02,California,Palmdale,70th St E and E Ave M,1,0,34.646,,-118.005,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",881847,2017-07-02,California,Stockton,2000 block of Scribner St,1,1,37.9365,,-121.261,1.0
"Shot - Dead (murder, accidental, suicide)||House party",881537,2017-07-02,California,Cathedral City,68500 block of Tachevah Rd,1,0,33.8377,,-116.467,1.0
"Shot - Dead (murder, accidental, suicide)||House party",882469,2017-07-03,California,San Jose,600 block of S 10th St,1,0,37.3316,,-121.874,1.0
"Shot - Dead (murder, accidental, suicide)||Institution/Group/Business||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Armed robbery with injury/death and/or evidence of DGU found||Pistol-whipping",882299,2017-07-03,California,Antioch,1801 Hillcrest Ave,2,0,38.0038,Valero Gas Station,-121.787,1.0
"Shot - Dead (murder, accidental, suicide)",881862,2017-07-03,California,Fresno,Harvard and Glenn Ave,1,0,36.7741,,-119.793,1.0
"Shot - Dead (murder, accidental, suicide)||Domestic Violence",881800,2017-07-03,California,Pomona,175 W 2nd St,1,0,34.0579,,-117.751,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",882471,2017-07-03,California,Stockton,4900 block of Tiamo Way,1,1,38.001,S.F. Fong Long Park,-121.277,1.0
"Shot - Dead (murder, accidental, suicide)",887150,2017-07-03,California,Los Angeles,8600 block Rayo Ave,1,0,33.9542,South Gate,-118.175,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide",881796,2017-07-03,California,Carson,22000 block of S Neptune Ave,2,0,33.8278,,-118.27,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",882463,2017-07-03,California,Elk Grove,7015 Elk Grove Blvd,1,1,38.4108,Avery Garden Apartments,-121.406,1.0
"Shot - Dead (murder, accidental, suicide)",882458,2017-07-03,California,Moreno Valley,23000 block of Hemlock Ave,1,0,33.9424,,-117.261,1.0
"Shot - Dead (murder, accidental, suicide)",884185,2017-07-04,California,Pacoima,,1,0,34.2579,,-118.419,1.0
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",883779,2017-07-04,California,Port Hueneme,2700 block of Bolker Dr,1,0,34.1796,,-119.205,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Gang involvement",882233,2017-07-04,California,Bakersfield,2545 S Union Ave,1,1,35.3134,Mars Collective Medical Marijuana,-119.005,1.0
"Shot - Dead (murder, accidental, suicide)",883026,2017-07-04,California,Stockton,500 block of W Sonora St,1,0,37.9475,Seaport District,-121.297,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator unarmed||Gang involvement",883104,2017-07-05,California,Vista,200 block of Knoll Rd,1,0,33.2006,,-117.253,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",883258,2017-07-05,California,Anaheim,Balsam Ave and Curtis Ct,1,0,33.8504,,-117.888,1.0
"Shot - Dead (murder, accidental, suicide)",884166,2017-07-05,California,Lindsay,100 block of N Cambridge Ave,1,0,36.2037,,-119.08,1.0
"Shot - Dead (murder, accidental, suicide)",883085,2017-07-05,California,San Fernando,14000 block of Fox St,1,0,34.2772,Mission Hills neighborhood,-118.438,1.0
"Shot - Dead (murder, accidental, suicide)||Drug involvement",884296,2017-07-05,California,Santa Clara,Brookdale Dr and Bing Dr,1,0,37.3419,,-121.993,1.0
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",883966,2017-07-05,California,Stockton,Dr MLK Jr Blvd and El Dorado St,1,0,37.9389,,-121.286,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",884178,2017-07-05,California,Fresno,329 E Jensen Ave,1,0,36.7069,,-119.808,1.0
"Shot - Dead (murder, accidental, suicide)",884181,2017-07-05,California,Fresno,2200 block of E Tyler Ave,1,0,36.7555,,-119.785,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",886796,2017-07-06,California,Victorville,15600 block of 10th St,1,1,34.5335,,-117.291,1.0
"Shot - Dead (murder, accidental, suicide)",891570,2017-07-07,California,Los Angeles,4500 block S Van Ness Ave,1,0,34.0026,Hyde Park,-118.317,1.0
"Shot - Dead (murder, accidental, suicide)",886015,2017-07-07,California,Inglewood,600 block of Hardin Dr,1,0,33.9727,,-118.369,1.0
"Shot - Dead (murder, accidental, suicide)",884880,2017-07-07,California,Delano,1300 Clinton St,1,0,35.7729,,-119.256,1.0
"Shot - Dead (murder, accidental, suicide)||ShotSpotter",886692,2017-07-08,California,Salinas,300 block of Williams,1,0,36.6765,,-121.613,1.0
"Shot - Dead (murder, accidental, suicide)",886857,2017-07-08,California,Hayward,2100 block of Hill Ave,1,0,37.6815,,-122.063,1.0
"Shot - Dead (murder, accidental, suicide)",886017,2017-07-08,California,Pasadena,100 block of W Peoria St,1,0,34.1551,,-118.152,1.0
"Shot - Dead (murder, accidental, suicide)",887254,2017-07-08,California,Fresno,1200 block of E Vassar Ave,1,0,36.7713,,-119.796,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff",886768,2017-07-09,California,Los Angeles (Hollywood),Burbank Blvd and Cleon Ave,1,0,34.1722,,-118.369,1.0
"Shot - Dead (murder, accidental, suicide)",886838,2017-07-09,California,Tustin,1600 block of Mitchell Ave,1,0,33.7295,,-117.816,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Attempted Murder/Suicide (one variable unsuccessful)||Domestic Violence",887451,2017-07-09,California,Paradise,Central Park Dr,1,1,39.7659,,-121.608,1.0
"Shot - Dead (murder, accidental, suicide)||Possession of gun by felon or prohibited person",888789,2017-07-10,California,Fontana,8200 block of Tokay Ave,1,0,34.1047,,-117.456,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",891560,2017-07-10,California,Compton,1900 block W 156th St,2,0,33.8912,,-118.25,1.0
"Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment",887135,2017-07-10,California,San Francisco,2779 Mission St,1,0,37.7531,El Farolito Bar,-122.418,1.0
"Shot - Dead (murder, accidental, suicide)",887909,2017-07-11,California,Santa Clarita,14900 block of Begonias Lane,1,0,34.4397,Begonias Park,-118.398,1.0
"Shot - Dead (murder, accidental, suicide)",889228,2017-07-12,California,Saratoga,Bucknall Rd,1,0,37.2832,,-121.994,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",890043,2017-07-12,California,Victorville,13200 block of Soft Cloud Way,1,0,34.4784,,-117.375,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide - Attempt||Attempted Murder/Suicide (one variable unsuccessful)||Domestic Violence",888651,2017-07-12,California,Pacoima (Arleta),12800 block of Wingo St,1,1,34.2501,,-118.413,1.0
"Shot - Dead (murder, accidental, suicide)",889490,2017-07-12,California,Vista,29000 block of Twins Oaks Valley Rd,1,0,33.2445,,-117.181,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator unarmed",889852,2017-07-12,California,Grover Beach,1000 block of Brighton Ave,1,0,35.1238,,-120.619,1.0
"Shot - Dead (murder, accidental, suicide)",891479,2017-07-15,California,South Gate,9010 Long Beach Blvd,1,0,33.9536,Oak Tree Motel,-118.218,1.0
"Shot - Dead (murder, accidental, suicide)||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )",892000,2017-07-15,California,Badger,Hogback Dr and Whitaker Forest Rd,1,0,36.6354,,-119.004,1.0
"Shot - Dead (murder, accidental, suicide)",890896,2017-07-15,California,California City,21000 block of Kenniston St,1,0,35.126,,-117.988,1.0
"Shot - Dead (murder, accidental, suicide)",892079,2017-07-15,California,San Francisco,Keith St and Palou Ave,1,0,37.7319,Bayview,-122.387,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Domestic Violence||Brandishing/flourishing/open carry/lost/found",891474,2017-07-15,California,Moreno Valley,12640 Memorial Way,1,0,33.9355,Stonegate at Towngate apartments,-117.27,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",891140,2017-07-15,California,Pacoima,Haddon Ave and Carl St,1,0,34.2597,,-118.427,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^",891825,2017-07-16,California,Whittier,11530 Whittier Blvd,1,0,33.9837,Travelodge,-118.055,1.0
"Shot - Dead (murder, accidental, suicide)",892654,2017-07-16,California,South Gate,9010 Long Beach Blvd,1,0,33.9536,Oak Tree Inn,-118.218,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff||Domestic Violence||LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite",892103,2017-07-16,California,Seal Beach,121 7th St,2,0,33.7413,,-118.107,1.0
"Shot - Dead (murder, accidental, suicide)||ShotSpotter",891979,2017-07-16,California,Richmond,Elgin Ave and 5th St,1,0,37.9419,,-122.364,1.0
"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found",892084,2017-07-16,California,San Francisco,501 Twin Peaks Blvd,1,0,37.7521,Twin Peaks View Point,-122.448,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",893220,2017-07-17,California,Saratoga,19000 block of Saratoga-Los Gatos Rd,2,0,37.2422,,-122.006,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",892224,2017-07-17,California,Chatsworth,10444 Canoga Ave,2,0,34.2598,,-118.597,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",893496,2017-07-18,California,Los Angeles,100 block of Ash Ave,1,1,33.9628,Inglewood,-118.368,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",892663,2017-07-18,California,Gardena,14800 block of S Spring St,1,1,33.8979,,-118.276,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Institution/Group/Business||Bar/club incident - in or around establishment",892641,2017-07-18,California,Signal Hill,2800 Walnut Ave,1,2,33.8091,Fantasy Castle,-118.172,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",893977,2017-07-18,California,Inglewood,100 block of N Ash St,1,1,33.9628,,-118.368,1.0
"Shot - Dead (murder, accidental, suicide)",894009,2017-07-18,California,Wilmington,1600 block of McDonald Ave,1,0,33.7949,,-118.272,1.0
"Shot - Dead (murder, accidental, suicide)",894013,2017-07-18,California,Wilmington,1400 block of Marine Ave,1,0,33.7911,,-118.265,1.0
"Shot - Dead (murder, accidental, suicide)",892657,2017-07-18,California,Stockton,1800 block of Field Ave,1,0,37.955,,-121.318,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Institution/Group/Business||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Armed robbery with injury/death and/or evidence of DGU found",894504,2017-07-19,California,Los Angeles,Imperial Hwy and Broadway,1,3,33.931,,-118.278,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Domestic Violence||Brandishing/flourishing/open carry/lost/found",893937,2017-07-19,California,Fair Oaks,11000 block of Fair Oaks Blvd,1,0,38.6503,,-121.264,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",893911,2017-07-19,California,Hayward,200 block of Willow Ave,1,0,37.6735,,-122.105,1.0
"Shot - Dead (murder, accidental, suicide)",894509,2017-07-19,California,Upland,800 block of W 8th St,1,0,34.0924,,-117.661,1.0
"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed||Drug involvement||Armed robbery with injury/death and/or evidence of DGU found",893734,2017-07-19,California,Kelseyville,5000 State St,1,0,38.9879,,-122.957,1.0
"Shot - Dead (murder, accidental, suicide)||Institution/Group/Business||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person",894949,2017-07-19,California,Pittsburg,4493 Century Blvd,1,0,38.0094,Baskin Robbins,-121.855,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",894587,2017-07-19,California,Los Angeles,S San Pedro St and E 62nd St,1,0,33.9834,,-118.27,1.0
"Shot - Dead (murder, accidental, suicide)",895025,2017-07-19,California,Oxnard,1300 block of W Guava St,1,0,34.1818,,-119.192,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Institution/Group/Business",894483,2017-07-19,California,Bakersfield,2311 Cottonwood Rd,1,1,35.331,Payless Liquor Store,-118.986,1.0
"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found||Possession of gun by felon or prohibited person",895424,2017-07-20,California,La Mesa,7938 El Cajon Blvd,1,0,32.7695,Burlington Coat Factory,-117.026,1.0
"Shot - Dead (murder, accidental, suicide)",894499,2017-07-20,California,Los Angeles,1600 block of S Van Ness Ave,1,0,34.0431,(Arlington Heights),-118.316,1.0
"Shot - Dead (murder, accidental, suicide)",896246,2017-07-20,California,Castroville,10300 block of Merritt St,1,0,36.7684,,-121.762,1.0
"Shot - Dead (murder, accidental, suicide)",896692,2017-07-20,California,San Diego,3435 Camino del Rio S,1,0,32.7772,Mission Valley Terrace complex,-117.119,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",896058,2017-07-21,California,Lamont,8100 block of Paradise Rd,1,0,35.2655,,-118.914,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",895223,2017-07-21,California,Santa Ana,2400 block of S Olive St,1,0,33.7142,,-117.877,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",897351,2017-07-22,California,Visalia,4200 block of W Cambridge Ave,2,0,36.3149,,-119.337,1.0
"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found||Possession of gun by felon or prohibited person||Brandishing/flourishing/open carry/lost/found",897313,2017-07-22,California,Oakland,2700 block of 75th Ave,1,0,37.7671,,-122.172,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",896674,2017-07-22,California,Long Beach,Maine Ave and 4th St,1,0,33.7717,,-118.201,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator unarmed",897338,2017-07-23,California,Chico,601 Main St,1,0,39.7276,Mid Valley Title and Escrow Company,-121.837,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^",897326,2017-07-23,California,Bakersfield,1601 Truxtun Ave,1,0,35.3727,Bakersfield Police Department,-119.021,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",896531,2017-07-23,California,Bakersfield,700 block of Goodman St,1,1,35.3926,Northeast Bakersfield,-118.987,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",897865,2017-07-24,California,Pasadena,400 block of N Marengo Ave,1,0,34.1527,,-118.146,1.0
